host,class,dead_url,wayback_snapshot,file,ref_num,notes
gamepressure.com,404,https://www.gamepressure.com/games/return-of-the-incredible-machine-contraptions/z42a3f,,Games/Incredible Machine/2000 - Return of The Incredible Machine - Contraptions.md,36,
gamerant.com,404,https://gamerant.com/tribes-franchise-history/,,Games/Metaltech/2024 - Tribes 3 - Rivals.md,18,
gamesfirst.com,404,http://gamesfirst.com/reviews/craig/3DMini/3dmini.htm,,Games/3D Ultra/2010 - 3-D Ultra MiniGolf Adventures 2.md,8,
gamesfirst.com,404,https://gamesfirst.com/reviews/3d-ultra-minigolf/,,Games/3D Ultra/1997 - 3-D Ultra MiniGolf.md,2,
gamesindustry.biz,404,https://www.gamesindustry.biz/devolver-digital-acquires-stronghold-developer-firefly-studios,,Designers/Simon Bradbury.md,17,
gamesindustry.biz,404,https://www.gamesindustry.biz/the-european-games-industry-is-booming,,Publishers/Assemble Entertainment.md,13,
gamespot.fr,ssl-error,https://www.gamespot.fr,,Games/Homeworld/2015 - Homeworld Remastered Collection.md,40,
genotaur.com,404,http://www.genotaur.com/people/doug-johnson,,Designers/Doug Johnson.md,8,
github.com,404,https://github.com/FWGS/xash3d/issues/296,,Games/Valve/2000 - Gunman Chronicles.md,46,
github.com,404,https://github.com/firebirdblue23/ee-tweaks-mod,,Games/Empire Earth/2002 - Empire Earth - The Art of Conquest.md,34,
github.com,404,https://github.com/nicfab/otvdm,,Guides/Playing Sierra Games Today.md,7,
github.com,404,https://github.com/pixjuan/apple-ii-disassembly,,Games/Arcade/1981 - Sabotage.md,15,
google.com.auforum.cheatmasters.com,ssl-error,https://google.com.auforum.cheatmasters.com/psx2/swatgst.html,,Games/SWAT/2003 - SWAT - Global Strike Team.md,30,
grokipedia.com,404,https://grokipedia.com/page/Outpost,,Games/Outpost/1994 - Outpost.md,10,
hardcoregaming101.net,404,http://www.hardcoregaming101.net/agd-interactive/,,Games/Fan Games/2002 - King's Quest II+ - Romancing the Stones.md,11,
hardcoregaming101.net,404,http://www.hardcoregaming101.net/coktel-vision/,,Games/Adiboo/1992 - A.J.'s World of Discovery.md,16,
hardcoregaming101.net,404,http://www.hardcoregaming101.net/gobliiins/,,Publishers/Schnibble Productions.md,7,
hardcoregaming101.net,404,http://www.hardcoregaming101.net/gobliiins/,,Publishers/Coktel Vision - Sierra On-Line.md,5,
homeoftheunderdogs.net,404,http://www.homeoftheunderdogs.net/game.php?id=4579,,Games/Sierra Attractions/1997 - Eat My Dust.md,3,
homeoftheunderdogs.net,404,http://www.homeoftheunderdogs.net/game.php?id=98,,Games/Coktel/1992 - Bargon Attack.md,13,
homeoftheunderdogs.net,404,https://homeoftheunderdogs.net/company.php?name=Coktel%20Vision,,Games/Coktel/1991 - E.S.S. Mega.md,13,
homeoftheunderdogs.net,404,https://homeoftheunderdogs.net/game.php?id=4484,,Games/Fan Games/2003 - Space Quest 0 - Replicated.md,6,
homeoftheunderdogs.net,404,https://homeoftheunderdogs.net/game.php?id=4600,,Games/Lords of the Realm/1996 - Lords of the Realm II.md,42,
hookedgamers.com,404,https://www.hookedgamers.com/pc/ground_control_ii_operation_exodus/cheats.html,,Games/Ground Control/2004 - Ground Control II - Operation Exodus.md,35,
howlongtobeat.com,404,https://howlongtobeat.com/game/8868,,Games/Space Quest/1995 - Space Quest 6 - Roger Wilco in the Spinal Frontier.md,16,
ifwizz.de,404,https://ifwizz.de/gelfling-adventure-(1984-en,,Games/Hi-Res/1984 - Gelfling Adventure.md,4,
ign.com,404,https://www.ign.com/articles/1997/06/15/sierra-casual-games,,Games/3D Ultra/1997 - 3-D Ultra MiniGolf.md,20,
ign.com,404,https://www.ign.com/articles/2001/01/12/3d-ultra-pinball-thrillride,,Games/3D Ultra/1995 - 3-D Ultra Pinball.md,14,
ign.com,404,https://www.ign.com/articles/2014/05/26/revisiting-kings-quest-iv-the-perils-of-rosella,,Games/King's Quest/1988 - King's Quest IV - The Perils of Rosella.md,12,
ign.com,404,https://www.ign.com/articles/tribes-3-rivals-preview,,Games/Metaltech/2024 - Tribes 3 - Rivals.md,17,
ign.com,404,https://www.ign.com/companies/assemble-entertainment,,Publishers/Assemble Entertainment.md,8,
ign.com,404,https://www.ign.com/companies/gearbox-publishing,,Publishers/Gearbox Publishing.md,9,
ign.com,404,https://www.ign.com/companies/himalaya-studios,,Publishers/Himalaya Studios.md,10,
ign.com,404,https://www.ign.com/companies/infamous-quests,,Publishers/Infamous Quests.md,10,
ign.com,404,https://www.ign.com/games/3d-ultra-pinball,,Games/3D Ultra/1995 - 3-D Ultra Pinball.md,5,
ign.com,404,https://www.ign.com/games/tribes-2,,Games/Metaltech/2001 - Tribes 2.md,21,
indiedb.com,404,https://www.indiedb.com/company/agd-interactive,,Publishers/AGD Interactive.md,15,
indiedb.com,404,https://www.indiedb.com/company/infamous-adventures,,Publishers/Infamous Adventures.md,15,
indiedb.com,404,https://www.indiedb.com/games/fallen-empire-legions,,Games/Spiritual Successors/2008 - Ace of Aces.md,20,
indiedb.com,404,https://www.indiedb.com/games/gobliiins-5,,Publishers/Schnibble Productions.md,13,
indiedb.com,404,https://www.indiedb.com/games/hero-u,,Publishers/Transolar Games.md,15,
indiegogo.com,404,https://www.indiegogo.com/projects/sequel-new-game-themes-by-robert-holmes,,Designers/Robert Holmes.md,20,
infamous-quests.com,ssl-error,https://www.infamous-quests.com/space-quest-ii-vga-remake/,,Games/Fan Games/2011 - Space Quest II VGA Remake.md,18,
inthetransolarzone.com,dns-fail,https://www.inthetransolarzone.com/,,Publishers/Transolar Games.md,1,
jenesuis.net,404,http://www.jenesuis.net/tests/amiga/433-bargon-attack,,Games/Coktel/1992 - Bargon Attack.md,20,
justadventure.com,404,https://www.justadventure.com/2002/12/01/kings-quest-ii-romancing-the-stones/,,Games/Fan Games/2002 - King's Quest II+ - Romancing the Stones.md,14,
kheitmann-1.tripod.com,dns-fail,https://kheitmann-1.tripod.com/zeus/walkthru/poracle-walkthrough-print-birthofatlantis.htm,,Games/Zeus/2001 - Poseidon - Master of Atlantis.md,8,
kinshipradio.org,404,https://kinshipradio.org/home/staff-doug-johnson/,,Designers/Doug Johnson.md,11,
kotaku.com,404,https://kotaku.com/homeworld-cataclysm-audio-preservation-1848364291,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,31,
kotaku.com,404,https://kotaku.com/homeworld-composer-paul-ruskay-1848364291,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,49,
kotaku.com,404,https://kotaku.com/jim-walls-announces-live-with-chris-pope-his-return-to-5981282,,Designers/Jim Walls.md,19,
kotaku.com,404,https://kotaku.com/spaceventure-two-guys-from-andromeda-review-kickstarte-1851540622,,Designers/Scott Murphy.md,45,
kotaku.com,404,https://kotaku.com/the-never-ending-wait-for-ricochet-2-1849012445,,Games/Valve/2000 - Ricochet.md,11,
larrywiki.com,404,https://larrywiki.com/wiki/Police_Quest,,Games/Police Quest/1987 - Police Quest - In Pursuit of the Death Angel.md,29,
macintoshgarden.org,404,https://macintoshgarden.org/publisher/sierra-line,,Games/Arcade/1982 - Pest Patrol.md,13,
massgate.org,ssl-error,https://www.massgate.org/,,Games/Standalone/2007 - World in Conflict.md,50,
metacritic.com,404,https://www.metacritic.com/game/pc/gobliiins-5/,,Publishers/Schnibble Productions.md,10,
mobygames.com,404,https://www.mobygames.com/company/233/dynamix-inc/,,Games/3D Ultra/1997 - 3-D Ultra MiniGolf.md,10,
mobygames.com,404,https://www.mobygames.com/company/26891/gearbox-publishing/,,Publishers/Gearbox Publishing.md,3,
mobygames.com,404,https://www.mobygames.com/company/4009/headgate-studios-inc/,,Games/Front Page Sports/1997 - Front Page Sports Golf - Tour Course Add-On.md,12,
mobygames.com,404,"https://www.mobygames.com/company/berkeley-systems-inc/overview/list,1/",,Publishers/Berkeley Systems.md,14,
mobygames.com,404,https://www.mobygames.com/company/bright-star-technology/,,Games/Education/1982 - Alphabet Blocks.md,16,
mobygames.com,404,https://www.mobygames.com/company/sierra-on-line/,,Games/Hi-Res/1984 - Gelfling Adventure.md,14,
mocagh.org,404,https://mocagh.org/sierra/interaction-winter92.pdf,,"Games/King's Quest/1992 - King's Quest VI - Heir Today, Gone Tomorrow.md",6,
moddb.com,404,https://www.moddb.com/games/homeworld-cataclysm/downloads/homeworld-cataclysm-patch-101,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,52,
museumofplay.org,404,https://www.museumofplay.org/games/gabriel-knight-sins-of-the-fathers/,,"Games/King's Quest/1992 - King's Quest VI - Heir Today, Gone Tomorrow.md",25,
mvpmods.com,404,https://www.mvpmods.com/forums/topic/8719-front-page-sports-96-music-mod/,,Games/Front Page Sports/1996 - Front Page Sports - Baseball Pro '96.md,17,
neoseeker.com,404,https://www.neoseeker.com/homeworld-cataclysm/faqs/219657-homeworld-cataclysm-faq.html,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,30,
neverdiemedia.com,404,https://www.neverdiemedia.com/products/hoyle-puzzle-games-2002,http://web.archive.org/web/20250212111049/https://www.neverdiemedia.com/products/hoyle-puzzle-games-2002,Games/Hoyle/2002 - Hoyle Puzzle Games.md,13,applied
neverdiemedia.com,404,https://www.neverdiemedia.com/products/hoyle-puzzle-games-2003,,Games/Hoyle/2003 - Hoyle Board Games.md,16,
newgamenetwork.com,4xx-410,https://www.newgamenetwork.com/article/2778/homeworld-3-review/,,Games/Homeworld/2024 - Homeworld 3.md,52,
nostalgiatrigger.com,4xx-410,https://nostalgiatrigger.com/2017/04/17/retrospectives-part-1-police-quest-in-pursuit-of-the-death-angel-1987/,,Series/Police Quest Series.md,4,
nostalgiatrigger.com,4xx-410,https://nostalgiatrigger.com/2017/04/17/retrospectives-part-1-police-quest-in-pursuit-of-the-death-angel-1987/,,Games/Police Quest/1992 - Police Quest - In Pursuit of the Death Angel VGA.md,27,
nyriad.com,dns-fail,https://www.nyriad.com/,,Designers/David Selle.md,20,
ocali.kohacatalog.com,404,https://ocali.kohacatalog.com/bib/2942,,Games/Pharaoh/2000 - Cleopatra - Queen of the Nile.md,11,
oldgamesdownload.com,404,https://oldgamesdownload.com/ready-set-read/,,"Games/Education/1992 - Ready, Set, Read with Bananas & Jack.md",15,
oldgamesdownload.com,404,https://oldgamesdownload.com/swat-force/,,Games/SWAT/2006 - SWAT Force.md,15,
orphanedgames.com,404,https://orphanedgames.com/articles/Marauder_Review/Marauder_Review%20(Atari%202600,,Games/Arcade/1982 - Marauder.md,8,
patreon.com,404,https://www.patreon.com/adventuremob,,Games/Spiritual Successors/2018 - Bolt Riley - A Reggae Adventure.md,22,
pcgamer.com,404,https://www.pcgamer.com/crapshoot-police-quest-which-was-horrifyingly-used-as-a-training-tool-by-real-cops/,,Designers/Jim Walls.md,26,
pcgamer.com,404,https://www.pcgamer.com/games/adventure/all-60-sierra-adventure-games-ranked/,,Designers/Tammy Dargan.md,24,
pcgamer.com,404,https://www.pcgamer.com/games/strategy/homeworld-3-will-get-two-of-its-dlc-packs-this-november-rather-than-in-2026/,,Games/Homeworld/2024 - Homeworld 3.md,31,
pcgamer.com,404,https://www.pcgamer.com/gearbox-buys-homeworld-for-139-million/,,Publishers/Gearbox Publishing.md,8,
pcgamer.com,404,https://www.pcgamer.com/gold-rush-anniversary-review/,,Publishers/Sunlight Games - KISS ltd.md,9,
pcgamer.com,404,https://www.pcgamer.com/hero-u-rogue-to-redemption-review/,,Publishers/Transolar Games.md,8,
pcgamer.com,404,https://www.pcgamer.com/leisure-suit-larry-reloaded-review/,,Publishers/Replay Games.md,7,
pcgamer.com,404,https://www.pcgamer.com/leisure-suit-larry-wet-dreams-dont-dry-review/,,Publishers/Assemble Entertainment.md,10,
pcgamer.com,404,https://www.pcgamer.com/mages-initiation-reign-of-the-elements-review/,,Publishers/Himalaya Studios.md,9,
pcgamer.com,404,https://www.pcgamer.com/quest-for-infamy-review/,,Publishers/Infamous Quests.md,9,
pcgamer.com,404,https://www.pcgamer.com/valves-forgotten-games/,,Games/Valve/2000 - Ricochet.md,10,
pcgamingwiki.com,404,https://www.pcgamingwiki.com/wiki/After_Dark,,Games/After Dark/1991 - More After Dark.md,20,
pcgamingwiki.com,404,https://www.pcgamingwiki.com/wiki/Company:AGD_Interactive,,Publishers/AGD Interactive.md,14,
pcgamingwiki.com,404,https://www.pcgamingwiki.com/wiki/Front_Page_Sports:_Ski_Racing,,Games/Front Page Sports/1997 - Front Page Sports - Ski Racing.md,15,
planetphillip.com,dns-fail,https://www.planetphillip.com/,,Games/Valve/1998 - Half-Life.md,62,
podbean.com,404,https://www.podbean.com/podcast-detail/g78pm-3c19e/The-Retro-Hour-%28Retro-Gaming-Podcast%29,,Designers/Mark Crowe.md,21,
polygon.com,404,https://www.polygon.com/2013/10/10/4822476/bolt-riley-adventure-game,,Games/Spiritual Successors/2018 - Bolt Riley - A Reggae Adventure.md,11,
polygon.com,404,https://www.polygon.com/2015/2/25/8099099/homeworld-remastered-collection-review,,Publishers/Gearbox Publishing.md,12,
polygon.com,404,https://www.polygon.com/2016/4/26/11509712/kings-quest-chapter-3-once-upon-a-climb-review,,Games/King's Quest/1985 - King's Quest II - Romancing the Throne.md,25,
polygon.com,404,https://www.polygon.com/24143797/homeworld-3-preview-impressions-blackbird-interactive,,Games/Homeworld/2024 - Homeworld 3.md,49,
polygon.com,404,https://www.polygon.com/gaming/2012/4/3/2924497/leisure-suit-larry-reloaded-kickstarter,,Publishers/Replay Games.md,12,
popmatters.com,404,https://www.popmatters.com/gray-matter-review-2495850047.html,,Games/Spiritual Successors/2010 - Gray Matter.md,32,
quarterly.camposanto.com,ssl-error,https://quarterly.camposanto.com/selected-stories-from-the-days-of-laura-bow-5302099438a7,,Designers/Bruce Balfour.md,4,
quarterly.camposanto.com,ssl-error,https://quarterly.camposanto.com/selected-stories-from-the-days-of-laura-bow-5302099438a7,,Designers/Leslie Balfour.md,2,
quarterly.camposanto.com,ssl-error,https://quarterly.camposanto.com/selected-stories-from-the-days-of-laura-bow-5302099438a7,,Games/Laura Bow/1992 - The Dagger of Amon Ra.md,17,
queststudios.com,404,https://queststudios.com/sierracomposers/,,Designers/Ken Allen.md,12,
r.mprd.se,404,https://r.mprd.se/Sega%20CD/Manuals/Stellar-Fire%20(U,,Games/Stellar 7/1993 - Stellar-Fire.md,13,
racingsoundtracks.com,ssl-error,https://racingsoundtracks.com/game/nascar-racing-1-4,,Games/NASCAR/2001 - NASCAR Racing 4.md,19,
rarewaves.com,404,https://www.rarewaves.com/products/4260089411920-gobliiins-4,,Games/Gobliiins/2009 - Gobliiins 4.md,13,
rarewaves.com,404,https://www.rarewaves.com/products/4260089411920-gobliiins-4,,Games/Gobliiins/1991 - Gobliiins.md,25,
ravingluhnblog.wordpress.com,404,https://ravingluhnblog.wordpress.com/2015/03/15/homeworld-cataclysm-retrospective/,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,47,
rawg.io,404,https://rawg.io/games/fort-apache,,Games/Impressions/1991 - Fort Apache.md,19,
rockpapershotgun.com,404,https://www.rockpapershotgun.com/reggae-adventure-game-bolt-riley-has-a-kickstarter,,Games/Spiritual Successors/2018 - Bolt Riley - A Reggae Adventure.md,5,
romstation.fr,404,https://www.romstation.fr/games/dos/emmanuelle-a-game-of-eroticism-r57609/,,Games/Coktel/1989 - Emmanuelle.md,6,
romstation.fr,404,https://www.romstation.fr/games/psx/arthur-to-astaroth-no-nazo-makaimura-incredible-toons-r67733/,,Games/Incredible Machine/1996 - Arthur to Astaroth no Nazo Makaimura - Incredible Toons.md,7,
rpgamer.com,404,https://rpgamer.com/games/qfg/qfg1/,,Games/Quest for Glory/1989 - Quest for Glory I - So You Want to Be a Hero.md,20,
rpgamer.com,404,https://rpgamer.com/review/quest-for-glory-ii-trial-by-fire/,,Games/Quest for Glory/1990 - Quest for Glory II - Trial by Fire.md,8,
rpgamer.com,404,https://rpgamer.com/review/quest-for-glory-iii-wages-of-war/,,Games/Quest for Glory/1992 - Quest for Glory III - Wages of War.md,4,
rpgamer.com,404,https://rpgamer.com/review/quest-for-glory-iv-shadows-of-darkness/,,Games/Quest for Glory/1993 - Quest for Glory IV - Shadows of Darkness.md,8,
rpgfan.com,404,https://rpgfan.com/soundtracks/quest-for-glory-v-dragon-fire-ost/,,Games/Quest for Glory/1998 - Quest for Glory V - Dragon Fire.md,27,
sasclan.org,404,https://sasclan.org/forum/public-access/chit-chat/swat-4-tweak-guide-9636,,Games/SWAT/2005 - SWAT 4.md,43,
sierragamers.com,404,https://www.sierragamers.com/agd-interactive/,,Publishers/AGD Interactive.md,8,
sierragamers.com,404,https://www.sierragamers.com/ken-allen/,,Designers/Ken Allen.md,8,
sierragamers.com,404,https://www.sierragamers.com/metaltech-earthsiege/,,Games/Metaltech/1994 - Metaltech - Earthsiege Speech Pack.md,20,
sierragamers.com,404,https://www.sierragamers.com/roberta-williams-interview/,,Games/King's Quest/1985 - King's Quest II - Romancing the Throne.md,18,
sierragamers.com,404,https://www.sierragamers.com/tammy-dargan/,,Games/Police Quest/1987 - Police Quest - In Pursuit of the Death Angel.md,3,
sierragamersarchive.com,dns-fail,https://sierragamersarchive.com,,Games/Hi-Res/1981 - Hi-Res Adventure 4 - Ulysses and the Golden Fleece.md,9,
sierrahelp.com,ssl-error,http://www.sierrahelp.com/Games/Golf/FPSGolf.html,,Games/Front Page Sports/1997 - Front Page Sports Golf - Tour Course Add-On.md,10,
sierrahelp.com,ssl-error,http://www.sierrahelp.com/Misc/IntroductionToRWAnth.html,,Games/Hi-Res/1980 - Hi-Res Adventure 1 - Mystery House.md,2,
sierrahelp.com,ssl-error,http://www.sierrahelp.com/forums/viewtopic.php?f=24&t=3989,,Developers/Infamous Quests.md,18,
sierrahelp.com,404,https://sierrahelp.com/Games/KQ/KQ4.html,,Games/King's Quest/1988 - King's Quest IV - The Perils of Rosella.md,36,
sierrahelp.com,404,https://sierrahelp.com/Games/PoliceQuest/PQ1Help.html,,Games/Police Quest/1987 - Police Quest - In Pursuit of the Death Angel.md,52,
sierrahelp.com,ssl-error,https://www.sierrahelp.com/,,Guides/Playing Sierra Games Today.md,4,
sierraplanet.net,ssl-error,https://www.sierraplanet.net/kqgames/kings-quest-iv/kq4-game-goodies/kq4-curiosities/,,Games/King's Quest/1988 - King's Quest IV - The Perils of Rosella.md,44,
spacegamejunkie.com,404,https://spacegamejunkie.com/2017/06/homeworld-cataclysm-emergence-interview/,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,48,
spacegamejunkie.com,404,https://spacegamejunkie.com/2017/06/homeworld-cataclysm-emergence-interview/,,Developers/Barking Dog Studios.md,23,
spacequest.net,404,https://spacequest.net/deaths/,,Series/Space Quest Series.md,3,
spacequest.net,ssl-error,https://www.spacequest.net/archives/sq7/,,Designers/Scott Murphy.md,23,
spacequest.net,ssl-error,https://www.spacequest.net/sq1/eastereggs/,,Games/Space Quest/1991 - Space Quest I - Roger Wilco in the Sarien Encounter.md,22,
spacequest.net,ssl-error,https://www.spacequest.net/sq1/pointlists/,,Games/Space Quest/1991 - Space Quest I - Roger Wilco in the Sarien Encounter.md,19,
spacequest.net,ssl-error,https://www.spacequest.net/sq3/cameos/,,Games/Space Quest/1989 - Space Quest III - The Pirates of Pestulon.md,24,
spacequest.net,ssl-error,https://www.spacequest.net/sq3/funfacts/,,Games/Space Quest/1989 - Space Quest III - The Pirates of Pestulon.md,25,
spacequest.net,ssl-error,https://www.spacequest.net/sq4/cheatdebug/,,Games/Space Quest/1991 - Space Quest IV - Roger Wilco and the Time Rippers.md,29,
spacequest.net,ssl-error,https://www.spacequest.net/sq4/fixes/,,Games/Space Quest/1991 - Space Quest IV - Roger Wilco and the Time Rippers.md,34,
spacequest.net,ssl-error,https://www.spacequest.net/sq7/,,Guides/Cancelled Games.md,3,
spacequest.net,ssl-error,https://www.spacequest.net/sq7/,,Guides/Sierra History.md,19,
spacequest.net,ssl-error,https://www.spacequest.net/sq7/,,Games/Cancelled/CXL - Space Quest VII - Return to Roman Numerals.md,2,
speeddemosarchive.com,ssl-error,https://www.speeddemosarchive.com/,,Games/Empire Earth/2001 - Empire Earth.md,12,
speedrunwiki.com,dns-fail,https://www.speedrunwiki.com/w/index.php?title=Conquests_of_Camelot:_The_Search_For_The_Grail&mobileaction=toggle_view_desktop,,Games/Conquests/1990 - Conquests of Camelot - The Search for the Grail.md,32,
sq-incinerations.com,dns-fail,https://sq-incinerations.com/,,Series/Space Quest Series.md,9,
squakenet.com,dns-fail,https://www.squakenet.com/game/hoyle-kids-games/,,Games/Hoyle/2001 - Hoyle Kids Games.md,19,
superriorrealities.com,dns-fail,https://superriorrealities.com/,,Games/Valve/2004 - Half-Life 2.md,37,
techland.time.com,ssl-error,https://techland.time.com/2012/11/15/all-time-100-video-games/slide/all/,,Games/Leisure Suit Larry/1991 - Leisure Suit Larry 1 - In the Land of the Lounge Lizards (VGA).md,33,
techland.time.com,ssl-error,https://techland.time.com/2012/11/15/all-time-100-video-games/slide/kings-quest-1984/,,Games/King's Quest/1984 - King's Quest - Quest for the Crown.md,20,
toucharcade.com,404,https://toucharcade.com/2014/11/19/gold-rush-classic-review/,,Publishers/Sunlight Games - KISS ltd.md,11,
trueachievements.com,404,https://www.trueachievements.com/news/xbox-game-pass-retro-classics-august-2026,,Games/Dynamix/1991 - The Adventures of Willy Beamish.md,51,
typingtutor.online,dns-fail,https://www.typingtutor.online/,,Games/Education/1993 - Kids' Typing.md,20,
uvlist.net,404,https://www.uvlist.net/game-121890-Pest+Patrol,,Games/Arcade/1982 - Pest Patrol.md,15,
uvlist.net,404,https://www.uvlist.net/game-50389-ready-set-read-with-bananas-jack,,Games/Discovery/1993 - Ready Set Read with Bananas Jack.md,18,
uvlist.net,404,https://www.uvlist.net/game-55555-3D+Helicopter+Simulator,,Games/Standalone/1987 - 3-D Helicopter Simulator.md,17,
uvlist.net,404,https://www.uvlist.net/game-6888-Hoyle+Board+Games+2005,,Games/Hoyle/2005 - Hoyle Board Games.md,18,
uvlist.net,404,https://www.uvlist.net/game-81697-Wallwar,,Games/Arcade/1983 - WallWar.md,12,
uvlist.net,404,https://www.uvlist.net/game-9137-Bouncers,,Games/Dynamix/1994 - Bouncers.md,18,
virtualapple.org,404,https://www.virtualapple.org/cribbagedisk.html,,Games/Hi-Res/1980 - Hi-Res Cribbage.md,9,
wiki.grandprixlegends.info,dns-fail,http://wiki.grandprixlegends.info/index.php?title=GPL_FAQ_and_troubleshooting_guide,,Games/Sierra Sports/1998 - Grand Prix Legends.md,23,
wiki.grandprixlegends.info,dns-fail,http://wiki.grandprixlegends.info/index.php?title=Main_Page,,Games/Sierra Sports/1998 - Grand Prix Legends.md,51,
wikidata.org,404,https://www.wikidata.org/wiki/Q61741887,,Games/Crazy Nick's/1992 - Crazy Nick's Software Picks - King Graham's Board Game Challenge.md,17,
windowscentral.com,404,https://www.windowscentral.com/homeworld-emergence-gog,,Games/Homeworld/2000 - Homeworld - Cataclysm.md,54,
worldofspectrum.net,404,https://worldofspectrum.net/pub/sinclair/games-info/c/CoktelVision.txt,,Publishers/Coktel Vision - Sierra On-Line.md,12,
worldofspectrum.org,404,https://worldofspectrum.org/archive/software?company=impressions,,Games/Impressions/1991 - Cohort Fighting for Rome.md,16,
zeliardgame.tripod.com,dns-fail,https://zeliardgame.tripod.com/about/index.html,,Games/Standalone/1990 - Zeliard.md,15,
zeliardgame.tripod.com,dns-fail,https://zeliardgame.tripod.com/projects/index.html,,Games/Standalone/1990 - Zeliard.md,32,
